	target_text
25246	What is a log transformation
25247	What is log transformation in image processing
25248	What is the purpose of IQ
25249	Where did IQ come from
25250	How can we check the linear regression assumption of normality
25251	How do you find the normality assumption
25252	Is Mean Value same as average
25253	Why is the average called the mean
25254	Is the mean the average
25255	Why is average called mean
25256	What is a data feature
25257	What is feature engineering in R
25258	What does .05 mean in statistics
25259	Is 0.05 considered statistically significant
25260	What does a probability of 0.05 mean
25261	How do you write a matrix function
25262	What makes a matrix not defined
25263	What do you understand by Matrix explain its function
25264	What is a trace of a matrix
25265	Why is trace sum of eigenvalues
25266	How do you prepare data
25267	How do you prepare data for data analysis
25268	How do you determine if a test is statistically significant
25269	Is error a variance
25270	What does mean squared error tell us
25271	What are uninformed search strategies
25272	What is the typical value of vigilance parameter in ART1 network
25273	What consists of competitive learning neural network
25274	Is observation qualitative research
25275	Is text analytics and NLP AI
25276	Is LDA sensitive to outliers
25277	How does Matlab calculate fractal dimension
25278	What is fractal dimension used for
25279	What is the fractal dimension of the Koch curve
25280	What is fractal and example
25281	Where can you find fractals in everyday life
25282	What is an example of a fractal
25283	How do you find the accuracy of a regression model
25284	How can logistic regression improve accuracy
25285	How do you interpret a logistic regression model
25286	What method is used to fit a logistic regression model
25287	How do you find the critical value for a left tailed z test
25288	What is first and second moment of area
25289	Which of the following is a disadvantage of K fold cross validation method
25290	Which of the following is used for K means clustering
25291	Why is clustering considered an unsupervised algorithm
25292	Why we use K means clustering
25293	What makes a distribution uniform
25294	Why does clumped distribution happen
25295	How do you prove linear independence of functions
25296	How do you check if a set of matrices are linearly independent
25297	How do you know if vectors are linearly independent or dependent
25298	How do you know if a vector is linearly dependent
25299	How do you know if a vector is linearly independent in Matlab
25300	Where can random sampling be used
25301	Why we use stratified random sampling
25302	What is an effective use of stratified sampling
25303	Under what circumstances stratified random sampling is considered appropriate
25304	How do you calculate state space representation from transfer function
25305	What is the difference between state space and transfer function
25306	How does Matlab calculate transfer function
25307	How can we represent knowledge
25308	What is the way of representing the knowledge in logic and reasoning
25309	Which of the following is a knowledge representation technique
25310	What is unbiased sample in math
25311	Why are residuals important when performing a regression analysis
25312	What is a residual in multiple regression
25313	How do you find the residual in a regression analysis
25314	What do you mean by residual analysis
25315	Can the bagging technique be applied to regression problems
25316	Can boosting be used for regression
25317	When should I use boost
25318	Do you think that the bagging procedure can be useful to improve the performance of linear regression Yes No insufficient information to answer the question
25319	What is the time complexity of the K Means algorithm
25320	How does the value of k affect the computational complexity of the K Means algorithm
25321	How do you find the value of K in K means clustering
25322	What is K in Kmeans
25323	What is hierarchical regression
25324	How do you find outliers in a time series
25325	What is the meaning of anomalies
25326	How do you prepare data for sentiment analysis
25327	How the data is analyzed using sentiment analysis
25328	How do you do sentiment analysis in machine learning
25329	How do you determine the goodness of a regression model
25330	How do you determine the regression line
25331	What is the probability distribution of the sample mean called
25332	What is the probability distribution of a sample statistic
25333	What are the two conditions that determine a probability distribution
25334	What 2 conditions determine a probability distribution
25335	What is a discrete probability distribution What are two conditions that determine a probability distribution
25336	What are the requirements for a binomial probability distribution
25337	What determines a binomial distribution
25338	What is required for a binomial experiment
25339	What is feature selection in machine learning
25340	What are the two characteristics of a normal distribution curve
25341	What makes a normal distribution a standard normal distribution
25342	What is the work of POS tagging
25343	What is the total area under probability distribution curve
25344	What is the sum under a normal distribution curve
25345	What is the total area under the normal distribution curve quizlet
25346	How do you know if data is normally distributed with mean and standard deviation
25347	Can neural networks count
25348	What is bias term in machine learning
25349	What is bias term in neural network
25350	What does relative frequency mean in math
25351	What is the effect of increasing the regularization parameter
25352	What is regularization technique
25353	What is the difference between regularization and normalization
25354	What is the difference between normalized scaling and standardized scaling
25355	Is NLP a technology
25356	What is the formula to find the discriminant
25357	How do you simplify the discriminant
25358	How do you know if a frequency distribution is normal
25359	How do you calculate missing data
25360	How do you handle missing data in ML
25361	What is the problem with missing data
25362	How much variance should be explained in PCA
25363	What is explained variance
25364	Why does PCA maximize variance
25365	What are the uses of mode
25366	Why is it useful to find the mean median and mode
25367	What is observer bias in research
25368	What are two sources of bias during an observation period
25369	What kind of efficiency can be evaluated during testing
25370	Which testing helps in evaluating the efficiency of system
25371	How do you determine whether you have carried out a test effectively
25372	What is a good test coverage percentage
25373	What is a non response error
25374	What is the difference between linear extrapolation and linear interpolation
25375	Why is extrapolation bad
25376	Why is extrapolation less reliable than interpolation
25377	What is extrapolation and why is this dangerous
25378	What happens on extrapolation
25379	How do you interpret F statistic in regression
25380	Can an F score be negative
25381	How do you find probability permutation
25382	How do you do permutations
25383	What are combinations in probability
25384	How do you find the marginal frequency distribution
25385	What is the marginal frequency
25386	What is marginal distribution in stats
25387	How do you calculate joint frequency
25388	How do you find the marginal frequency
25389	What is the joint frequency
25390	What is CNN activation function
25391	Why we use geometric mean instead of arithmetic mean
25392	What do you know about jump processes
25393	Why do we use dense layer in CNN
25394	What is dense function
25395	What is the definition of CNN
25396	How is probability used in the real world
25397	What is probability and its uses
25398	How many bootstrap samples are needed
25399	What is meant by data bootstrapping
25400	How do you read hazard rates
25401	What is a hazard plot
25402	What is the difference between sample and population
25403	What is the difference between population and sample variance
25404	What are the types of randomization
25405	What type of study is a randomized control trial
25406	How do you evaluate covariance
25407	How many solutions does the discriminant have
25408	What is the discriminant of the function
25409	What is the discriminant of 76
25410	What is the formula in getting the discriminant
25411	How are vectors used in real life
25412	What is the magnitude of
25413	How do you find the variance if you have the standard deviation
25414	How do you find the variance when given the mean
25415	How do you find the range variance and standard deviation
25416	How are the mean and variance calculated
25417	Is NLP part of deep learning
25418	Is Factor analysis qualitative
25419	What is meant by network coverage
25420	What does coverage mean
25421	What is a typical interval
25422	How do you tell the difference between t interval and z interval
25423	How do you know what distribution to use
25424	How do you determine if you have a normal distribution
25425	Is LDA a neural network
25426	What is the purpose of goodness of fit test
25427	How does classification work in data mining
25428	What is acceptance sampling in production and operation management
25429	What are the different types of sampling plans
25430	What is the difference between AQL and LTPD
25431	What is meant by sampling inspection
25432	What are the types of inspection
25433	What are the advantages of sampling inspection
25434	What is the purpose of using randomisation
25435	Why is randomization important in a study with an experimental design quizlet
25436	What is a hierarchical task analysis
25437	What are different task analysis methods
25438	What is an example of task analysis
25439	What is a reason to perform a task analysis
25440	What are the possible benefits in applying the hierarchical task analysis
25441	How do you test statistical significance between two groups
25442	How do you determine if difference is statistically significant
25443	What does relative frequency indicate
25444	What does a frequency distribution tell you
25445	How do you read a frequency distribution table
25446	Where can I learn deep learning
25447	Can I learn machine learning without data science
25448	How do you find the probability in statistics
25449	What is the probability of a single event
25450	What is the probability of an event
25451	How do you get weights in Tensorflow
25452	How do you save model weights in Tensorflow
25453	How do you open a TensorBoard
25454	How do you prove Markov chains
25455	What is a steady state probability
25456	What does steady state vector mean
25457	How is machine learning used in face recognition
25458	Is facial recognition supervised learning
25459	Is facial recognition deep learning
25460	What type of learning is face recognition supervised or unsupervised
25461	Is facial recognition unsupervised learning
25462	What is narrow AI and general AI
25463	What language is used in deep learning
25464	Which tool can be used to solve deep learning problems
25465	What is deep learning toolbox
25466	Which application you should solve by deep learning for best performance
25467	Which are common applications of deep learning in AI
25468	How do you find the mean and standard deviation of a probability distribution in Excel
25469	What is the mean of a normal curve
25470	What is normal probability curve and its characteristics
25471	What does the Wald statistic represent
25472	What does Wald chi2 mean
25473	What is Wald statistic in logistic regression
25474	What is F value
25475	How do you find F value in regression
25476	What is the F statistic in regression
25477	Can you find the derivative on a TI 84 Plus
25478	How do you get symbols on a TI 84
25479	What are the two key properties of a discrete probability distribution
25480	What are the two requirements for a discrete probability distribution select all that apply
25481	What are the two requirements for the probability distributions of discrete random variables
25482	What are the requirements for a discrete probability distribution
25483	What are the two requirements for a discrete probability
25484	What are the properties of discrete probability distribution
25485	What are the characteristics of discrete probability distribution
25486	What is single layer
25487	What is multi layer neural network
25488	What is a mixed method research
25489	What is an example of mixed method research
25490	Which type of problem can be solved by reinforcement learning
25491	Which feedback is used by reinforcement learning
25492	What is SD line
25493	When all the points fall on the regression line
25494	How do you find the line of best fit on a linear regression
25495	What point is always on the regression line
25496	How do you find the regression equation of a data point
25497	Which of the following is true about sampling error
25498	Can we estimate sampling error
25499	How do you find the standard error of the sampling distribution
25500	What is predictive decision making
25501	How do data analytics support decision making
25502	What are the applications of predictive analytics
25503	What is the goal of prescriptive analytics
25504	What type of data analytics is for decision support and decision automation
25505	Which type of audit analytics might be used to recommend action based on previously observed actions
25506	Why do we need clustering if we have classification in machine learning
25507	How is clustering used
25508	What is cluster classification
25509	What is the difference between clustering and association algorithms
25510	How do you find the quartiles of a data set
25511	How do you find quartiles and interquartile ranges
25512	What are Q1 and Q3 of the standard normal distribution
25513	What does the Iqr tell you
25514	What is centering a variable
25515	Why is it a good idea to Centre your variables when conducting a moderation analysis
25516	How can we solve the problem of multicollinearity
25517	Which statistics can help us detect Multicollinearity
25518	What is an IOA in ABA
25519	How is IOA calculated
25520	What is inter observer reliability in research
25521	How do you ensure inter observer reliability
25522	What is intra observer reliability
25523	What is interobserver error
25524	What is F critical value in Anova
25525	What is the critical value for F test in SPSS
25526	What are the two types of constraints
25527	How can constraints be used to help define the problem
25528	What does mean squared error tell you
25529	What is squared error function
25530	Why is the cost function squared
25531	What is sequencing learning
25532	Why is it important to develop an accurate sequence of events explain in your own words
25533	What is sequence in NLP
25534	What does scalar mean
25535	What is an example of a scalar value
25536	What is a vector and a scalar
25537	How do you know if a vector is a scalar multiple
25538	What happens if you multiply a vector by a scalar
25539	Is scalar multiplied by a vector a vector or a scalar
25540	Is scalar product a vector
25541	What is a log log regression model
25542	Why do we use log log graphs
25543	How do log plots work
25544	How do you interpret log regression coefficients
25545	Which is better SVM or random forest
25546	Is Iqr a measure of center or spread
25547	How do you measure selection bias
25548	What is canonical variate
25549	When would you use a correlation matrix
25550	What is the difference between correlation and regression
25551	Is multiple regression a correlational design
25552	Is multiple r The correlation coefficient
25553	What is the relationship between correlation and regression analysis
25554	What is an example of stereotyping
25555	Why is implicit bias training important
25556	What does unconscious bias training involve
25557	How does the IAT work
25558	What sample size is needed for at test
25559	What is the minimum sample size
25560	What is the minimum sample size for normal distribution
25561	Can Knn be used to solve classification problems
25562	Is K in Knn a parameter
25563	How does conjoint analysis work
25564	Why do we use conjoint analysis
25565	Is Markov chain stationary
25566	What does it mean to adjust for a variable
25567	Why do we use control variables
25568	What is an interaction variable in regression
25569	What is a statistical interaction example
25570	How do you explain interaction effect
25571	What is an example of interaction
25572	What is definition of interaction
25573	What is another word for interaction
25574	Why does CNN use Softmax
25575	What is an example of visual perception
25576	How does visual processing occur
25577	What are the two types of perception
25578	What are the two perception functions
25579	What is perception approach
25580	What are the various processing approaches in perception
25581	What is the use of Delta
25582	What does delta mean in statistics
25583	What is the delta formula in Excel
25584	What is Delta in statistics
25585	What is a delta value
25586	Which of the following is an order statistics
25587	How do you find negative matrices
25588	How do you know if a matrix is negative definite
25589	What is a matrix to the power of negative 1
25590	How do you optimize a logistic regression model
25591	How do you make a good regression model
25592	What is a normal variance
25593	What is the variance of a normal distribution with a mean of 0 and a standard deviation of 1
25594	What is variance standard deviation
25595	What is the variance in normal distribution
25596	What is a normal standard deviation
25597	What is the mean and variance for standard normal distribution *
25598	What is the variance of the mean
25599	What is the standard deviation of the distribution of sample means
25600	What is the variance of the probability distribution
25601	What is the variance of the distribution
25602	How do you find the variance of an item
25603	Is standard deviation a point estimate
25604	What type of data is standard deviation
25605	Is standard error an estimate
25606	What does the standard deviation show us
25607	What does standard deviation represent
25608	What does factorial represent
25609	What is ML performance
25610	Why is a random sample unbiased
25611	What makes a sampling method unbiased
25612	Can systematic sampling be biased
25613	In what ways can sampling be biased
25614	What is a disadvantage of systematic sampling
25615	What are the disadvantages of systematic sample selection
25616	What is systematic sampling error
25617	What are the tools and techniques strategic choice
25618	What are the tools used to conduct the analysis
25619	What does the simple moving average represent
25620	How do you find moving average trends
25621	How do you calculate the slope of a moving average
25622	What is a moving average trend line
25623	What causes Multicollinearity
25624	What is Multicollinearity and how can it affect multiple regression analysis
25625	Does Multicollinearity effects logistic regression
25626	How can VIF detect Multicollinearity
25627	What is stratified sampling method
25628	When stratified sampling is used
25629	What is reliable in statistics
25630	How do you determine reliability of data
25631	How do you determine the reliability of a sample
25632	What is reliability and How Is It Measured
25633	What is being measured in reliability test
25634	What is reliability test in statistics
25635	What statistic can we use to determine reliability of a measure
25636	What is alpha and beta in LDA
25637	What is LDA model
25638	Why vectors are used in machine learning
25639	What are the tools for data mining
25640	What technologies are used in data mining
25641	What are the data mining tools and techniques
25642	Which of the following is data mining tool
25643	Which data type is used to teach a machine learning ML algorithms
25644	How does K mode work
25645	How do you find the sample covariance matrix in R
25646	Why covariance matrix is used
25647	How do you derive covariance
25648	How do you find covariance given mean and standard deviation
25649	How does NumPy calculate covariance
25650	How do you find the covariance matrix in python
25651	What is covariance in NumPy
25652	How do you prove something is disjoint
25653	Are the sets A and B disjoint
25654	What is disjoint set with example
25655	What is the difference between mutually exclusive and disjoint
25656	How do you show two sets are disjoint
25657	What sentiment analysis is used for
25658	How do you calculate sentiment
25659	How do you measure sentiment analysis
25660	What is confusion matrix Sklearn
25661	What is a confusion matrix in python
25662	What does it mean to have a multimodal learning style
25663	What are modalities of learning
25664	Why is it important to learn your learning style
25665	What are student learning modalities
25666	What is non probability sampling design
25667	What are the different types of sampling techniques
25668	What are the different types of sampling strategies
25669	Where is sampling used
25670	When should systematic sampling be used
25671	What is the purpose of systematic sampling
25672	What is stratified sampling and when is most appropriately used
25673	When using the normal approximation to the binomial distribution What do we use for the mean
25674	How do you use normal approximation for a binomial distribution
25675	What is the mean of a normal distribution curve
25676	How can you spot the mean of a normal curve
25677	What is a good LTV to CAC ratio
25678	What is a good LTV CAC ratio for SaaS
25679	What does LTV CAC measure
25680	What is my LTV ratio
25681	What does Anova mean in regression
25682	Is Anova multiple regression
25683	What is the difference between t tests and Anova versus regression
25684	What does F statistic mean in regression
25685	How do you interpret F statistic in linear regression
25686	What is the F test of overall significance in regression analysis
25687	What is variance explained in regression
25688	How much of the variance is explained
25689	What is variance of error
25690	Is decision tree a linear model
25691	What is linear convolution
25692	What are the applications of linear convolution
25693	Where we can apply binary search algorithm
25694	What is binary search
25695	Why do we need binary search tree
25696	What is complexity of Rabin Karp algorithm in average case
25697	What is high variance
25698	How do you do univariate logistic regression in SPSS
25699	What is univariate regression analysis
25700	How do you do multivariate analysis in SPSS
25701	What is bias detection
25702	What are the factors to be considered in sampling
25703	What is inspection lot in SAP
25704	What is meant by acceptance sampling
25705	What is meant by probability distribution of a random variable
25706	What is the definition of distribution
25707	What is the definition of distribution in statistics
25708	What is the definition of distribution in geography
25709	What is the difference between distribution function and density function
25710	What is the density of a distribution
25711	What is the difference between population density and population distribution quizlet
25712	What is the difference between Z interval and T interval
25713	How does machine learning deal with Overfitting
25714	What is the best way to study statistics
25715	What do you learn in probability and statistics
25716	What is clustering in unsupervised learning
25717	How is GloVe different from Word2Vec
25718	What is a sparse matrix in C
25719	What is TF IDF Matrix
25720	What is entropy in simple words
25721	Is entropy a physical quantity
25722	What type of property is entropy
25723	Is entropy intrinsic property
25724	How does Hadoop work in real time
25725	Which component of Hadoop is for real time processing of stream data
25726	How do you find basic probability
25727	What do you mean by probability
25728	Why do we study probability theory
25729	How many layers does a neural network have
25730	What are the layers in neural network
25731	What is Perceptron model
25732	How does Perceptron update weight
25733	What is bias in Perceptron
25734	What is bias value
25735	What requirements are necessary for a normal probability
25736	How do you use a normal probability distribution table
25737	What is a normal probability table
25738	How does natural language processing work in AI
25739	How AI helps in natural language processing and robotics
25740	How does Confirmation bias affect our thinking
25741	What problems can confirmation bias cause
25742	Why biased information is unreliable
25743	How do you solve a chi square distribution
25744	What determines the shape of a chi square distribution
25745	How are the parameters updates during gradient descent process
25746	What is the best random sampling method
25747	Under what circumstances stratified random sampling design is considered appropriate
25748	What is the advantage and disadvantage of stratified sampling
25749	What is a disadvantage of stratified sampling
25750	What are the advantages and disadvantages of quota sampling
25751	What does a correlation analysis tell you
25752	How do you assess correlation
25753	What is a Contrapositive statement
25754	What does Contrapositive mean
25755	What is an example of an inverse statement
25756	How do you write an inverse statement
25757	What is converse inverse and contrapositive of a statement
25758	What is parametric and non parametric distribution
25759	What is the meaning of multivariate
25760	What is a multivariate design
25761	Why does CNN use ReLU
25762	Whats the opposite of aversion
25763	What is the synonym of aversion
25764	What is the opposite of being risk averse
25765	What is the difference between risk aversion and risk tolerance
25766	What is the opposite word for risk
25767	What is the synonym and antonym of risk
25768	What is the synonym of risk
25769	What does AI really mean
25770	How many neural networks are there
25771	How neural network is used in deep learning
25772	When a neural network is called Deep Neural Network
25773	What is neural network and deep learning
25774	How does the law of averages work
25775	What do you mean by logistic regression
25776	What can logistic regression answer
25777	How does the logistic regression work
25778	How is learning percentage calculated
25779	What is the rate of learning
25780	Why is linearity important in regression analysis
25781	What is linearity assumption in regression
25782	What assumptions are required for linear regression
25783	What is linearity in linear regression
25784	What is meant by linearity
25785	What is linearity in data analysis
25786	What is Adaline in neural network Mcq
25787	WHAT IS STM in neural network Mcq
25788	What is Taguchi method PDF
25789	What is the logic of Taguchi methods
25790	What is the significance of the variance
25791	What is the importance of variance and standard deviation
25792	What is the purpose of variation in statistics
25793	What is variance analysis and how is it used
25794	What does standard deviation and variance tell us
25795	Why is it important to measure the variance of a data set
25796	Why is the variance important
25797	Why do we need the variability measurement for describing a data set
25798	How is SSR calculated
25799	How do you get SSR from R Squared
25800	What is the formula for a least squares linear regression
25801	What is SSR in statistics
25802	How is SSR calculated in statistics
25803	What is SSR in Anova
25804	How do you interpret the residual sum of squares
25805	How do I do logistic regression in SPSS
25806	Where is logistic regression in SPSS
25807	What does the reliability coefficient tell us
25808	What is reliability data analysis
25809	What is reliability of data
25810	What does binary mean sexually
25811	What is an example of the gender binary
25812	What are the two binary genders
25813	What does it mean when data is noisy
25814	What is noisy data in machine learning
25815	What is noisy data which techniques are used to handle noisy data
25816	What is data cleansing in data mining
25817	What is maximum likelihood learning
25818	Why do we need data augmentation
25819	What is augmentation in Python
25820	What is a least squares regression model
25821	What is a least squares mean
25822	What do you mean by the term Least Square in least square regression
25823	What is proportionate random sampling
25824	What is non proportional sampling
25825	What is proportional sampling technique
25826	How do you write a proportionate stratified sample
25827	How do you do proportional sampling
25828	What is a proportional sample
25829	Will all random samples from a given population have the same mean
25830	Why do most of the sample means differ somewhat from the population mean what is this difference called
25831	When estimating the population mean the sample mean is always a better estimate than the sample median
25832	Why is the standard deviation of the distribution of sample means smaller than the standard deviation of the population from which it came
25833	Why is the standard error of the mean smaller than standard deviation
25834	What is the standard deviation of the distribution of means for samples of size
25835	How do you find the confidence interval
25836	What is the confidence interval in statistics
25837	How do you find Shannon entropy
25838	What is entropy theory
25839	What is information in information theory
25840	How many possible layers can be there in deep neural network
25841	How deep are deep neural networks
25842	What makes a deep learning network deep
25843	What is regression and its significance
25844	Is the regression line reliable
25845	What is the regression line called
25846	Does bagging reduce variance
25847	Does boosting increase variance
25848	How does bagging reduce variance
25849	Does boosting reduce variance
25850	What is conditional PDF
25851	What is the conditional probability rule of independent events
25852	What is R and r2 in statistics
25853	What does R and R Squared mean
25854	What is the difference between an unbiased sample and a biased sample
25855	What is biased sample mean
25856	What is false positive rate in data mining
25857	What is a relative frequency table used for
25858	What are examples of frequency
25859	What is a norm of vector
25860	How do you find the norm of a vector
25861	How do you find the beta distribution of a PDF
25862	What are the disadvantage and advantages of using multitasking
25863	What are the advantages and disadvantages of multitasking
25864	What are the negative effects of multitasking
25865	Is multitasking good or bad
25866	How do you say you are good at multitasking
25867	How well can you multitask
25868	Why is it important to multitask
25869	How do you successfully multitask
25870	What happens to the P value when the sample size decreases
25871	What affects p value
25872	What causes p value to decrease
25873	How is P value determined
25874	What is the relationship between sample size and statistical significance
25875	Are confidence intervals affected by sample size
25876	What are the uses of time series
25877	What are the key differences between rule based and learning based AI
25878	How can you improve the accuracy of a decision tree
25879	Which hash function is best
25880	What is hash function
25881	How many characters is a Hash
25882	What is the maximum size of the input for a hash function
25883	What are the rules to be followed for hashing
25884	What are the problems associated with hashing
25885	Is AES a hashing algorithm
25886	What is a hash algorithm encryption
25887	Is sha256 a hashing algorithm
25888	Which of the following is a hashing algorithm
25889	Is SHA512 better than SHA256
25890	What is experimenter bias and what is a strategy that experimenters can use to minimize this effect
25891	What is an example of experimental bias
25892	How can we minimize experimenter effects
25893	How does bias affect a study
25894	What happens when there is bias in an experiment
25895	What are the effects of bias
25896	How do you calculate Spearman's rank correlation coefficient
25897	What is rank order correlation
25898	Can Pearson's correlation coefficient be used on ranked data
25899	Which correlation coefficient is used to measure ranked variables
25900	What is the correlation coefficient for the data
25901	Can you use Excel to calculate the correlation coefficient
25902	How do you carry out correlation analysis in Excel
25903	What is category in machine learning
25904	What is the difference between expert system and artificial intelligence
25905	Is standard error the same as variance
25906	What is standard error equal to
25907	Can variance and standard deviation be equal
25908	How do you find variance from standard deviation
25909	Is variance or standard deviation bigger
25910	Is variance equal to standard error
25911	What is the relationship between standard error standard deviation and variance
25912	What is the difference between parametric and nonparametric hypothesis testing
25913	Is Chi square a nonparametric test
25914	Is t test parametric or nonparametric
25915	What is TensorFlow API
25916	What is epoch in neural network
25917	Is a neural network algorithm for classification
25918	What is Type 1 and Type 2 error statistics
25919	What does Type 1 and Type 2 error mean
25920	How is ML related to AI
25921	What is the role of machine learning in artificial intelligence
25922	Is ML a subset of AI
25923	What are the subsets of AI
25924	Which kind of learning is the subset of machine learning
25925	What are the basic stages in the application of cluster analysis
25926	What is the aim of a cluster analysis
25927	What is the decomposition method
25928	How do you use decomposition method
25929	What is meant by decomposition
25930	What does decomposition mean in computing
25931	What is random selection method
25932	What is difference between stratified and cluster sampling
25933	What are the two types of sampling methods Mcq
25934	What is a stochastic event
25935	Is Monte Carlo a stochastic model
25936	What is the difference between stochastic and deterministic events
25937	What is difference between deterministic and stochastic
25938	What is deterministic and stochastic system
25939	What is stochastic and non stochastic
25940	What makes a Markov chain irreducible
25941	How can you tell if a Markov chain is reversible
25942	How can you tell if a Markov chain is aperiodic
25943	What is an irreducible Markov chain
25944	What is a reversible Markov chain
25945	How do you find the limiting distribution of a Markov chain
25946	How do you do intervals on a frequency table
25947	Does a frequency table use intervals
25948	How do you find intervals
25949	Is Average pooling linear
25950	What are non linear relationships
25951	How can you tell if a relationship is linear or nonlinear
25952	What does non linear correlation mean
25953	What do you mean by non linear
25954	What is a nonlinear equation example
25955	What is a non linear text
25956	What is the meaning of non linear
25957	What are linear and non linear texts
25958	What do you mean by frequency
25959	What is frequency and its types
25960	How do you determine frequency
25961	What is meant by sharding
25962	What is range and interquartile range
25963	How do you find the median and quartile
25964	What is Macrostate statistical mechanics
25965	What do you mean by statistical mechanics
25966	Why do we study statistical mechanics
25967	What is mean by statistical mechanics
25968	What is statistical mechanics used for
25969	Why are statistical mechanics important
25970	How do you use auto ML
25971	Why do we center variables
25972	How do you center the mean of data
25973	What is centering and scaling data
25974	How do you center a variable
25975	Is MSE the same as variance
25976	What does standard error of the estimate mean
25977	Is standard deviation a measure of variance
25978	What does the standard error measure
25979	Is standard error a measure of variability
25980	How do you determine the number of hidden nodes
25981	What happens in the hidden layer of a neural network
25982	How many hidden layers and nodes are there
25983	What is the margin in SVM
25984	What is difference between mathematics and statistics
25985	What is Statistics math with examples
25986	What is the meaning of statistics in mathematics
25987	What does it mean for a matrix to be similar
25988	Do similar matrices have the same determinant
25989	What influences effect size
25990	How do you increase effect size
25991	Is effect size affected by sample size
25992	Is R an effect size
25993	What determines effect size
25994	What is effect size example
25995	Which of the following statement is true about outliers in linear regression
25996	What are outliers in linear regression
25997	What is false reasoning
25998	What is a false analogy example
25999	How do you avoid false cause fallacy
26000	What is the fallacy of false dilemma
26001	What is an example of a false dilemma
26002	What is the sampling distribution of the test statistic
26003	What distribution is based on the null hypothesis
26004	Where is the null distribution centered
26005	Which of these distributions is used for a testing hypothesis of small samples
26006	How do you find the mode of a continuous series
26007	Can mode be applied to continuous data
26008	What is the mode of data
26009	Why is data normally distributed
26010	Is the data normally distributed test
26011	How do you use LSI
26012	How do you calculate LSI
26013	What is the area of the rejection region
26014	Why is probability sampling used
26015	What is the logic of probability sampling
26016	Should you always choose for probability sampling
26017	What can you find from a histogram
26018	Does McCulloch Pitts model have ability of learning *
26019	What are the drawbacks of McCulloch Pitts neural model
26020	Why is McCulloch Pitts neuron widely used in logic functions
26021	What are general limitations of backpropagation rule
26022	What are the general task that are performed with backpropagation algorithm
26023	What is backpropagation rule
26024	Is it necessary to learn machine learning
26025	What is relative frequency and when might this be used
26026	What is the difference between percentage and relative frequency
26027	How do you find the percent relative frequency
26028	How do you work out the relative frequency
26029	What is relative frequency distribution table
26030	What is an efficient sort algorithm
26031	What is the algorithm of selection sort
26032	Which is more efficient selection sort or insertion sort
26033	How do you calculate complexity of selection sort algorithm
26034	What is queue in algorithm
26035	What are the basic methods to perform clustering How are clusters evaluated
26036	How do you know if cluster is good
26037	How do you validate a clustering model
26038	How do you improve clustering accuracy
26039	What are some common considerations and requirements for cluster analysis
26040	What are the challenges of K means clustering
26041	Which of the following are considered to be the weakness of K means clustering
26042	How do you count clusters in Dendrogram
26043	How do you handle categorical data in regression
26044	What is imputation in machine learning
26045	What is fit in regression
26046	What is a linear fit regression line
26047	What is goodness of fit in regression
26048	What is the difference between line of best fit and linear regression
26049	Why is the regression line known as line of best fit
26050	How do you find the linear best fit model
26051	Why do we use parametric tests
26052	What is the rationale of using nonparametric methods
26053	Why do you want to do a parametric test over a nonparametric test
26054	What is autocorrelation and heteroskedasticity
26055	What does cross correlation mean
26056	How do you find the central moment in statistics
26057	What do you mean by moments in statistics
26058	What is Twitter sentiment analysis
26059	How do I download twitter data for sentiment analysis
26060	Why do we use sentiment analysis
26061	What are the types of sentiment analysis
26062	Where is KNN algorithm used
26063	What type of number k is in Knn
26064	Is cluster sampling biased or unbiased
26065	Which sampling method is biased
26066	What percentage of variation in Y is explained by X
26067	What percentage of the variation can be explained
26068	What proportion of the variation in Y can be explained by the variation in the values of x r²
26069	What is percentage of variation in regression
26070	What is explained variation in statistics
26071	How much of the variation is explained by the regression
26072	What does variance percentage mean
26073	Is variance expressed as a percentage
26074	What is the variance between two numbers
26075	What is the output of regression
26076	What is a regression algorithm
26077	How do you interpret regression outputs
26078	What is the output of the regression
26079	What is outcome variable in regression
26080	What is the benefit of linear regression
26081	Is dependent and independent variables always present in a study
26082	Can a study have no independent variable
26083	What are the variables in a descriptive study
26084	What are the independent and dependent variables in qualitative research
26085	Are there variables in a qualitative study
26086	What is interpolation explain
26087	What is the formula for extrapolation
26088	What is the method of interpolation
26089	How do you know if measurements are precise
26090	What is the formula for calculating accuracy
26091	Are the random variables dependent or independent
26092	What are the conditions for constructing a confidence interval
26093	How do you find the confidence interval for a population mean
26094	How do you construct a confidence interval
26095	How can you improve the accuracy of the classification method
26096	How is accuracy calculated
26097	What is a hypothesis and null hypothesis
26098	How do you explain null hypothesis
26099	What is the null hypothesis and what is one of its important purposes How does it differ from the research hypothesis
26100	What are the two types of supervised learning techniques
26101	What is the role of knowledge in reasoning
26102	What is a knowledge base How is knowledge represented stored and accessed
26103	What is the form of knowledge representation in AI
26104	What is knowledge representation technique
26105	What symbol represents the test statistic for the Wilcoxon signed rank test
26106	Is the P value the type 1 error
26107	Is P value same as standard error
26108	Why there is an inverse relationship between committing a Type I error and committing a Type II error
26109	How can Type 1 and Type 2 errors be minimized
26110	How does power affect Type 2 error
26111	What is Type II error in statistics
26112	What does statistical power tell us
26113	What are the types of machine learning problems
26114	What are the kinds of problem which can be solved using machine learning
26115	What is planning agent in AI
26116	How many types of agents are there
26117	Is gradient boosting machine learning
